Symbol,Name,Sector,industry,instrument,path
MKL,Markel Corporation,Finance,Property-Casualty Insurers,S1003907,./yhoo_data/S1003907.csv
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components,S1003908,./yhoo_data/S1003908.csv
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,S1003909,./yhoo_data/S1003909.csv
MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components,S1003910,./yhoo_data/S1003910.csv
MLCO,Melco Resorts & Entertainment Limited,Consumer Services,Hotels/Resorts,S1003911,./yhoo_data/S1003911.csv
MLHR,"Herman Miller, Inc.",Consumer Durables,Office Equipment/Supplies/Services,S1003912,./yhoo_data/S1003912.csv
MLI,"Mueller Industries, Inc.",Capital Goods,Metal Fabrications,S1003913,./yhoo_data/S1003913.csv
MLM,"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),S1003914,./yhoo_data/S1003914.csv
MLNK,"ModusLink Global Solutions, Inc",Miscellaneous,Business Services,S1003915,./yhoo_data/S1003915.csv
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors,S1003916,./yhoo_data/S1003916.csv
MLP,"Maui Land & Pineapple Company, Inc.",Finance,Real Estate,S1003917,./yhoo_data/S1003917.csv
MLR,"Miller Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,S1003918,./yhoo_data/S1003918.csv
MLSS,"Milestone Scientific, Inc.",Health Care,Industrial Specialties,S1003919,./yhoo_data/S1003919.csv
MLVF,"Malvern Bancorp, Inc.",Finance,Banks,S1003920,./yhoo_data/S1003920.csv
MMAC,"MMA Capital Management, LLC",Finance,Real Estate,S1003921,./yhoo_data/S1003921.csv
MMC,"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers,S1003922,./yhoo_data/S1003922.csv
MMD,MainStay DefinedTerm Municipal Opportunities Fund,n/a,n/a,S1003923,./yhoo_data/S1003923.csv
MMDMU,Modern Media Acquisition Corp.,n/a,n/a,S1003924,./yhoo_data/S1003924.csv
MMI,"Marcus & Millichap, Inc.",Finance,Real Estate,S1003925,./yhoo_data/S1003925.csv
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing,S1003926,./yhoo_data/S1003926.csv
MMM,3M Company,Health Care,Medical/Dental Instruments,S1003927,./yhoo_data/S1003927.csv
MMP,Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution,S1003928,./yhoo_data/S1003928.csv
MMS,"Maximus, Inc.",Miscellaneous,Business Services,S1003929,./yhoo_data/S1003929.csv
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments,S1003930,./yhoo_data/S1003930.csv
MMT,MFS Multimarket Income Trust,n/a,n/a,S1003931,./yhoo_data/S1003931.csv
MMU,"Western Asset Managed Municipals Fund, Inc.",n/a,n/a,S1003932,./yhoo_data/S1003932.csv
MMV,Eaton Vance Massachusetts Municipal Income Trust,n/a,n/a,S1003933,./yhoo_data/S1003933.csv
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services,S1003934,./yhoo_data/S1003934.csv
MN,"Manning & Napier, Inc.",Finance,Investment Managers,S1003935,./yhoo_data/S1003935.csv
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services,S1003936,./yhoo_data/S1003936.csv
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,n/a,n/a,S1003937,./yhoo_data/S1003937.csv
MNGA,MagneGas Corporation,Technology,Industrial Machinery/Components,S1003938,./yhoo_data/S1003938.csv
MNI,McClatchy Company (The),Consumer Services,Newspapers/Magazines,S1003939,./yhoo_data/S1003939.csv
MNK,Mallinckrodt plc,Health Care,Major Pharmaceuticals,S1003940,./yhoo_data/S1003940.csv
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals,S1003941,./yhoo_data/S1003941.csv
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals,S1003942,./yhoo_data/S1003942.csv
MNP,"Western Asset Municipal Partners Fund, Inc.",n/a,n/a,S1003943,./yhoo_data/S1003943.csv
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts,S1003944,./yhoo_data/S1003944.csv
MNRO,"Monro Muffler Brake, Inc.",Consumer Services,Automotive Aftermarket,S1003945,./yhoo_data/S1003945.csv
MNR^B,Monmouth Real Estate Investment Corporation,n/a,n/a,S1003946,./yhoo_data/S1003946.csv
MNR^C,Monmouth Real Estate Investment Corporation,n/a,n/a,S1003947,./yhoo_data/S1003947.csv
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),S1003948,./yhoo_data/S1003948.csv
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1003949,./yhoo_data/S1003949.csv
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components,S1003950,./yhoo_data/S1003950.csv
MO,Altria Group,Consumer Non-Durables,Farming/Seeds/Milling,S1003951,./yhoo_data/S1003951.csv
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software,S1003952,./yhoo_data/S1003952.csv
MOC,Command Security Corporation,n/a,n/a,S1003953,./yhoo_data/S1003953.csv
MOCO,"MOCON, Inc.",Capital Goods,Industrial Machinery/Components,S1003954,./yhoo_data/S1003954.csv
MOD,Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.,S1003955,./yhoo_data/S1003955.csv
MODN,"Model N, Inc.",Technology,"Computer Software: Programming, Data Processing",S1003956,./yhoo_data/S1003956.csv
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks,S1003957,./yhoo_data/S1003957.csv
MOG.A,Moog Inc.,n/a,n/a,S1003958,./yhoo_data/S1003958.csv
MOG.B,Moog Inc.,n/a,n/a,S1003959,./yhoo_data/S1003959.csv
MOGLC,Gabelli NextShares Trust,n/a,n/a,S1003960,./yhoo_data/S1003960.csv
MOH,Molina Healthcare Inc,Health Care,Medical Specialities,S1003961,./yhoo_data/S1003961.csv
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software,S1003962,./yhoo_data/S1003962.csv
MON,Monsanto Company,Basic Industries,Agricultural Chemicals,S1003963,./yhoo_data/S1003963.csv
MORE          ,"Monogram Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts,S1003964,./yhoo_data/S1003964.csv
MORN,"Morningstar, Inc.",Finance,Investment Managers,S1003965,./yhoo_data/S1003965.csv
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals,S1003966,./yhoo_data/S1003966.csv
MOSY,"MoSys, Inc.",Technology,Semiconductors,S1003967,./yhoo_data/S1003967.csv
MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties,S1003968,./yhoo_data/S1003968.csv
MOXC,"Moxian, Inc.",Technology,"Computer Software: Programming, Data Processing",S1003969,./yhoo_data/S1003969.csv
MPA,Blackrock MuniYield Pennsylvania Quality Fund,n/a,n/a,S1003970,./yhoo_data/S1003970.csv
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.,S1003971,./yhoo_data/S1003971.csv
MPACU,Matlin & Partners Acquisition Corporation,Finance,Business Services,S1003972,./yhoo_data/S1003972.csv
MPB,Mid Penn Bancorp,Finance,Major Banks,S1003973,./yhoo_data/S1003973.csv
MPC,Marathon Petroleum Corporation,Energy,Integrated oil Companies,S1003974,./yhoo_data/S1003974.csv
MPCT,iShares MSCI Global Impact ETF,n/a,n/a,S1003975,./yhoo_data/S1003975.csv
MPLX,MPLX LP,Energy,Natural Gas Distribution,S1003976,./yhoo_data/S1003976.csv
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",Energy,Oil & Gas Production,S1003977,./yhoo_data/S1003977.csv
MPSX,Multi Packaging Solutions International Limited,Consumer Durables,Containers/Packaging,S1003978,./yhoo_data/S1003978.csv
MPV,Barings Participation Investors,n/a,n/a,S1003979,./yhoo_data/S1003979.csv
MPVD,Mountain Province Diamonds Inc.,Basic Industries,Precious Metals,S1003980,./yhoo_data/S1003980.csv
MPW,"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts,S1003981,./yhoo_data/S1003981.csv
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,S1003982,./yhoo_data/S1003982.csv
MPX,Marine Products Corporation,Capital Goods,Marine Transportation,S1003983,./yhoo_data/S1003983.csv
MP^D,Mississippi Power Company,n/a,n/a,S1003984,./yhoo_data/S1003984.csv
MQT,"Blackrock MuniYield Quality Fund II, Inc.",n/a,n/a,S1003985,./yhoo_data/S1003985.csv
MQY,"Blackrock MuniYield Quality Fund, Inc.",n/a,n/a,S1003986,./yhoo_data/S1003986.csv
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,S1003987,./yhoo_data/S1003987.csv
MRC,MRC Global Inc.,Capital Goods,Industrial Machinery/Components,S1003988,./yhoo_data/S1003988.csv
MRCC,Monroe Capital Corporation,n/a,n/a,S1003989,./yhoo_data/S1003989.csv
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products,S1003990,./yhoo_data/S1003990.csv
MRDN,"Meridian Waste Solutions, Inc",Basic Industries,Miscellaneous,S1003991,./yhoo_data/S1003991.csv
MRDNW,"Meridian Waste Solutions, Inc",Basic Industries,Miscellaneous,S1003992,./yhoo_data/S1003992.csv
MRIN,Marin Software Incorporated,Technology,EDP Services,S1003993,./yhoo_data/S1003993.csv
MRK,"Merck & Company, Inc.",Health Care,Major Pharmaceuticals,S1003994,./yhoo_data/S1003994.csv
MRLN,Marlin Business Services Corp.,Finance,Major Banks,S1003995,./yhoo_data/S1003995.csv
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1003996,./yhoo_data/S1003996.csv
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production,S1003997,./yhoo_data/S1003997.csv
MRT,"MedEquities Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,S1003998,./yhoo_data/S1003998.csv
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services,S1003999,./yhoo_data/S1003999.csv
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals,S1004000,./yhoo_data/S1004000.csv
MRUS,Merus N.V.,Health Care,Major Pharmaceuticals,S1004001,./yhoo_data/S1004001.csv
MRVC,"MRV Communications, Inc.",Technology,Semiconductors,S1004002,./yhoo_data/S1004002.csv
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors,S1004003,./yhoo_data/S1004003.csv
MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service,S1004004,./yhoo_data/S1004004.csv
MSA,MSA Safety Incorporporated,Health Care,Industrial Specialties,S1004005,./yhoo_data/S1004005.csv
MSB,Mesabi Trust,Basic Industries,Precious Metals,S1004006,./yhoo_data/S1004006.csv
MSBF,MSB Financial Corp.,Finance,Savings Institutions,S1004007,./yhoo_data/S1004007.csv
MSBI,"Midland States Bancorp, Inc.",Finance,Major Banks,S1004008,./yhoo_data/S1004008.csv
MSCA,Main Street Capital Corporation,n/a,n/a,S1004009,./yhoo_data/S1004009.csv
MSCC,Microsemi Corporation,Technology,Semiconductors,S1004010,./yhoo_data/S1004010.csv
MSCI,MSCI Inc,Miscellaneous,Business Services,S1004011,./yhoo_data/S1004011.csv
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",n/a,n/a,S1004012,./yhoo_data/S1004012.csv
MSDI,"Monster Digital, Inc.",Technology,Electronic Components,S1004013,./yhoo_data/S1004013.csv
MSDIW,"Monster Digital, Inc.",Technology,Electronic Components,S1004014,./yhoo_data/S1004014.csv
MSEX,Middlesex Water Company,Public Utilities,Water Supply,S1004015,./yhoo_data/S1004015.csv
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",n/a,n/a,S1004016,./yhoo_data/S1004016.csv
MSFG,"MainSource Financial Group, Inc.",Finance,Major Banks,S1004017,./yhoo_data/S1004017.csv
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,S1004018,./yhoo_data/S1004018.csv
MSG,MSG Networks Inc.,Consumer Services,Services-Misc. Amusement & Recreation,S1004019,./yhoo_data/S1004019.csv
MSG,MSG Networks Inc.,Consumer Services,Services-Misc. Amusement & Recreation,S1004020,./yhoo_data/S1004020.csv
MSGN,MSG Networks Inc.,Consumer Services,Television Services,S1004021,./yhoo_data/S1004021.csv
MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,S1004022,./yhoo_data/S1004022.csv
MSL,MidSouth Bancorp,Finance,Major Banks,S1004023,./yhoo_data/S1004023.csv
MSLI,Merus Labs International Inc.,Health Care,Major Pharmaceuticals,S1004024,./yhoo_data/S1004024.csv
MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components,S1004025,./yhoo_data/S1004025.csv
MSN,Emerson Radio Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,S1004026,./yhoo_data/S1004026.csv
MSON,"MISONIX, Inc.",Capital Goods,Medical Specialities,S1004027,./yhoo_data/S1004027.csv
MSP,Madison Strategic Sector Premium Fund,n/a,n/a,S1004028,./yhoo_data/S1004028.csv
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software,S1004029,./yhoo_data/S1004029.csv
MSTX,"Mast Therapeutics, Inc.",Health Care,Major Pharmaceuticals,S1004030,./yhoo_data/S1004030.csv
MS^A,Morgan Stanley,n/a,n/a,S1004031,./yhoo_data/S1004031.csv
MS^E,Morgan Stanley,n/a,n/a,S1004032,./yhoo_data/S1004032.csv
MS^F,Morgan Stanley,n/a,n/a,S1004033,./yhoo_data/S1004033.csv
MS^G,Morgan Stanley,n/a,n/a,S1004034,./yhoo_data/S1004034.csv
MS^I,Morgan Stanley,n/a,n/a,S1004035,./yhoo_data/S1004035.csv
MS^K,Morgan Stanley,n/a,n/a,S1004036,./yhoo_data/S1004036.csv
MT,ArcelorMittal,Basic Industries,Steel/Iron Ore,S1004037,./yhoo_data/S1004037.csv
MTB,M&T Bank Corporation,Finance,Major Banks,S1004038,./yhoo_data/S1004038.csv
MTB.WS,M&T Bank Corporation,n/a,n/a,S1004039,./yhoo_data/S1004039.csv
MTBC,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software,S1004040,./yhoo_data/S1004040.csv
MTBCP,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software,S1004041,./yhoo_data/S1004041.csv
MTB^,M&T Bank Corporation,n/a,n/a,S1004042,./yhoo_data/S1004042.csv
MTB^C,M&T Bank Corporation,n/a,n/a,S1004043,./yhoo_data/S1004043.csv
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing",S1004044,./yhoo_data/S1004044.csv
MTD,"Mettler-Toledo International, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,S1004045,./yhoo_data/S1004045.csv
MTDR,Matador Resources Company,Energy,Oil & Gas Production,S1004046,./yhoo_data/S1004046.csv
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals,S1004047,./yhoo_data/S1004047.csv
MTFB,Motif Bio plc,Health Care,Major Pharmaceuticals,S1004048,./yhoo_data/S1004048.csv
MTFBW,Motif Bio plc,Health Care,Major Pharmaceuticals,S1004049,./yhoo_data/S1004049.csv
MTG,MGIC Investment Corporation,Finance,Property-Casualty Insurers,S1004050,./yhoo_data/S1004050.csv
MTGE,MTGE Investment Corp.,Consumer Services,Real Estate Investment Trusts,S1004051,./yhoo_data/S1004051.csv
MTGEP,MTGE Investment Corp.,Consumer Services,Real Estate Investment Trusts,S1004052,./yhoo_data/S1004052.csv
MTH,Meritage Corporation,Capital Goods,Homebuilding,S1004053,./yhoo_data/S1004053.csv
MTL,Mechel PAO,Basic Industries,Steel/Iron Ore,S1004054,./yhoo_data/S1004054.csv
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software,S1004055,./yhoo_data/S1004055.csv
MTL^,Mechel PAO,n/a,n/a,S1004056,./yhoo_data/S1004056.csv
MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,S1004057,./yhoo_data/S1004057.csv
MTNB,"Matinas Biopharma Holdings, Inc.",Health Care,Major Pharmaceuticals,S1004058,./yhoo_data/S1004058.csv
MTOR,"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.,S1004059,./yhoo_data/S1004059.csv
MTP,Midatech Pharma PLC,Health Care,Major Pharmaceuticals,S1004060,./yhoo_data/S1004060.csv
MTR,Mesa Royalty Trust,Energy,Oil & Gas Production,S1004061,./yhoo_data/S1004061.csv
MTRN,Materion Corporation,Capital Goods,Industrial Specialties,S1004062,./yhoo_data/S1004062.csv
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction,S1004063,./yhoo_data/S1004063.csv
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components,S1004064,./yhoo_data/S1004064.csv
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,S1004065,./yhoo_data/S1004065.csv
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,Telecommunications Equipment,S1004066,./yhoo_data/S1004066.csv
MTT,Western Asset Municipal Defined Opportunity Trust Inc,n/a,n/a,S1004067,./yhoo_data/S1004067.csv
MTU,Mitsubishi UFJ Financial Group Inc,Finance,Commercial Banks,S1004068,./yhoo_data/S1004068.csv
MTW,"Manitowoc Company, Inc. (The)",Capital Goods,Construction/Ag Equipment/Trucks,S1004069,./yhoo_data/S1004069.csv
MTX,Minerals Technologies Inc.,Basic Industries,Major Chemicals,S1004070,./yhoo_data/S1004070.csv
MTZ,"MasTec, Inc.",Basic Industries,Water Supply,S1004071,./yhoo_data/S1004071.csv
MU,"Micron Technology, Inc.",Technology,Semiconductors,S1004072,./yhoo_data/S1004072.csv
MUA,"Blackrock MuniAssets Fund, Inc.",n/a,n/a,S1004073,./yhoo_data/S1004073.csv
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",n/a,n/a,S1004074,./yhoo_data/S1004074.csv
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",n/a,n/a,S1004075,./yhoo_data/S1004075.csv
MUH,"Blackrock MuniHoldings Fund II, Inc.",n/a,n/a,S1004076,./yhoo_data/S1004076.csv
MUI,Blackrock Muni Intermediate Duration Fund Inc,n/a,n/a,S1004077,./yhoo_data/S1004077.csv
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",n/a,n/a,S1004078,./yhoo_data/S1004078.csv
MULE,"MuleSoft, Inc.",Technology,Computer Software: Prepackaged Software,S1004079,./yhoo_data/S1004079.csv
MUR,Murphy Oil Corporation,Energy,Oil & Gas Production,S1004080,./yhoo_data/S1004080.csv
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",n/a,n/a,S1004081,./yhoo_data/S1004081.csv
MUSA,Murphy USA Inc.,Consumer Durables,Automotive Aftermarket,S1004082,./yhoo_data/S1004082.csv
MUX,McEwen Mining Inc.,Basic Industries,Precious Metals,S1004083,./yhoo_data/S1004083.csv
MVC,"MVC Capital, Inc.",n/a,n/a,S1004084,./yhoo_data/S1004084.csv
MVCB,"MVC Capital, Inc.",n/a,n/a,S1004085,./yhoo_data/S1004085.csv
MVF,"MuniVest Fund, Inc.",n/a,n/a,S1004086,./yhoo_data/S1004086.csv
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components,S1004087,./yhoo_data/S1004087.csv
MVO,MV Oil Trust,Energy,Oil & Gas Production,S1004088,./yhoo_data/S1004088.csv
MVT,"Blackrock MuniVest Fund II, Inc.",n/a,n/a,S1004089,./yhoo_data/S1004089.csv
MWA,MUELLER WATER PRODUCTS,Capital Goods,Metal Fabrications,S1004090,./yhoo_data/S1004090.csv
MX,MagnaChip Semiconductor Corporation,Technology,Semiconductors,S1004091,./yhoo_data/S1004091.csv
MXC,Mexco Energy Corporation,Energy,Oil & Gas Production,S1004092,./yhoo_data/S1004092.csv
MXE,"Mexico Equity and Income Fund, Inc. (The)",n/a,n/a,S1004093,./yhoo_data/S1004093.csv
MXF,"Mexico Fund, Inc. (The)",n/a,n/a,S1004094,./yhoo_data/S1004094.csv
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,S1004095,./yhoo_data/S1004095.csv
MXL,"MaxLinear, Inc",Technology,Semiconductors,S1004096,./yhoo_data/S1004096.csv
MXPT,"MaxPoint Interactive, Inc.",Consumer Services,Advertising,S1004097,./yhoo_data/S1004097.csv
MXWL,"Maxwell Technologies, Inc.",Miscellaneous,Industrial Machinery/Components,S1004098,./yhoo_data/S1004098.csv
MYC,"Blackrock MuniYield California Fund, Inc.",n/a,n/a,S1004099,./yhoo_data/S1004099.csv
MYCC,"ClubCorp Holdings, Inc.",Consumer Services,Hotels/Resorts,S1004100,./yhoo_data/S1004100.csv
MYD,"Blackrock MuniYield Fund, Inc.",n/a,n/a,S1004101,./yhoo_data/S1004101.csv
MYE,"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products,S1004102,./yhoo_data/S1004102.csv
MYF,Blackrock MuniYield Investment Fund,n/a,n/a,S1004103,./yhoo_data/S1004103.csv
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,S1004104,./yhoo_data/S1004104.csv
MYI,"Blackrock MuniYield Quality Fund III, Inc.",n/a,n/a,S1004105,./yhoo_data/S1004105.csv
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",n/a,n/a,S1004106,./yhoo_data/S1004106.csv
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals,S1004107,./yhoo_data/S1004107.csv
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",n/a,n/a,S1004108,./yhoo_data/S1004108.csv
MYOK,"MyoKardia, Inc.",Health Care,Major Pharmaceuticals,S1004109,./yhoo_data/S1004109.csv
MYOS,MYOS RENS Technology Inc.,Health Care,Major Pharmaceuticals,S1004110,./yhoo_data/S1004110.csv
MYOV,Myovant Sciences Ltd.,Health Care,Major Pharmaceuticals,S1004111,./yhoo_data/S1004111.csv
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply,S1004112,./yhoo_data/S1004112.csv
MYSZ,"My Size, Inc.",Technology,Computer Software: Prepackaged Software,S1004113,./yhoo_data/S1004113.csv
MZA,"MuniYield Arizona Fund, Inc.",n/a,n/a,S1004114,./yhoo_data/S1004114.csv
MZF,Managed Duration Investment Grade Municipal Fund,n/a,n/a,S1004115,./yhoo_data/S1004115.csv
MZOR,Mazor Robotics Ltd.,Health Care,Medical/Dental Instruments,S1004116,./yhoo_data/S1004116.csv
NAC,Nuveen California Quality Municipal Income Fund,n/a,n/a,S1004117,./yhoo_data/S1004117.csv
NAD,Nuveen Quality Municipal Income Fund,n/a,n/a,S1004118,./yhoo_data/S1004118.csv
NADL,North Atlantic Drilling Ltd.,Energy,Oil & Gas Production,S1004119,./yhoo_data/S1004119.csv
NAII,"Natural Alternatives International, Inc.",Consumer Durables,Specialty Chemicals,S1004120,./yhoo_data/S1004120.csv
NAK,"Northern Dynasty Minerals, Ltd.",Basic Industries,Precious Metals,S1004121,./yhoo_data/S1004121.csv
NAKD,Naked Brand Group Inc.,Consumer Non-Durables,Apparel,S1004122,./yhoo_data/S1004122.csv
NAME,"Rightside Group, Ltd.",Miscellaneous,Business Services,S1004123,./yhoo_data/S1004123.csv
NAN,Nuveen New York Quality Municipal Income Fund,n/a,n/a,S1004124,./yhoo_data/S1004124.csv
NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components,S1004125,./yhoo_data/S1004125.csv
NAO,Nordic American Offshore Ltd,Transportation,Marine Transportation,S1004126,./yhoo_data/S1004126.csv
NAP,Navios Maritime Midstream Partners LP,n/a,n/a,S1004127,./yhoo_data/S1004127.csv
NAT,Nordic American Tankers Limited,Consumer Services,Marine Transportation,S1004128,./yhoo_data/S1004128.csv
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants,S1004129,./yhoo_data/S1004129.csv
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software,S1004130,./yhoo_data/S1004130.csv
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals,S1004131,./yhoo_data/S1004131.csv
NAUH,"National American University Holdings, Inc.",Consumer Services,Other Consumer Services,S1004132,./yhoo_data/S1004132.csv
NAV,Navistar International Corporation,Capital Goods,Auto Manufacturing,S1004133,./yhoo_data/S1004133.csv
NAVB,"Navidea Biopharmaceuticals, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,S1004134,./yhoo_data/S1004134.csv
NAVG,"The Navigators Group, Inc.",Finance,Property-Casualty Insurers,S1004135,./yhoo_data/S1004135.csv
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service,S1004136,./yhoo_data/S1004136.csv
NAV^D,Navistar International Corporation,Capital Goods,Auto Manufacturing,S1004137,./yhoo_data/S1004137.csv
NAZ,Nuveen Arizona Quality Municipal Income Fund,n/a,n/a,S1004138,./yhoo_data/S1004138.csv
NBB,Nuveen Build America Bond Fund,n/a,n/a,S1004139,./yhoo_data/S1004139.csv
NBD,Nuveen Build America Bond Opportunity Fund,n/a,n/a,S1004140,./yhoo_data/S1004140.csv
NBEV,New Age Beverages Corporation,Consumer Non-Durables,Beverages (Production/Distribution),S1004141,./yhoo_data/S1004141.csv
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,n/a,n/a,S1004142,./yhoo_data/S1004142.csv
NBHC,National Bank Holdings Corporation,Finance,Major Banks,S1004143,./yhoo_data/S1004143.csv
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1004144,./yhoo_data/S1004144.csv
NBL,Noble Energy Inc.,Energy,Oil & Gas Production,S1004145,./yhoo_data/S1004145.csv
NBLX,Noble Midstream Partners LP,Energy,Natural Gas Distribution,S1004146,./yhoo_data/S1004146.csv
NBN,Northeast Bancorp,Finance,Major Banks,S1004147,./yhoo_data/S1004147.csv
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,n/a,n/a,S1004148,./yhoo_data/S1004148.csv
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production,S1004149,./yhoo_data/S1004149.csv
NBRV,Nabriva Therapeutics AG,Health Care,Major Pharmaceuticals,S1004150,./yhoo_data/S1004150.csv
NBTB,NBT Bancorp Inc.,Finance,Major Banks,S1004151,./yhoo_data/S1004151.csv
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,n/a,n/a,S1004152,./yhoo_data/S1004152.csv
NBY,"NovaBay Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1004153,./yhoo_data/S1004153.csv
NC,"NACCO Industries, Inc.",Consumer Durables,Consumer Electronics/Appliances,S1004154,./yhoo_data/S1004154.csv
NCA,"Nuveen California Municipal Value Fund, Inc.",n/a,n/a,S1004155,./yhoo_data/S1004155.csv
NCB,Nuveen California Municipal Value Fund 2,n/a,n/a,S1004156,./yhoo_data/S1004156.csv
NCBS,Nicolet Bankshares Inc.,Finance,Major Banks,S1004157,./yhoo_data/S1004157.csv
NCI,"Navigant Consulting, Inc.",Consumer Services,Professional Services,S1004158,./yhoo_data/S1004158.csv
NCIT,"NCI, Inc.",Technology,EDP Services,S1004159,./yhoo_data/S1004159.csv
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation,S1004160,./yhoo_data/S1004160.csv
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising,S1004161,./yhoo_data/S1004161.csv
NCOM,National Commerce Corporation,Finance,Major Banks,S1004162,./yhoo_data/S1004162.csv
NCR,NCR Corporation,Miscellaneous,Office Equipment/Supplies/Services,S1004163,./yhoo_data/S1004163.csv
